,fold,feature_name,feature,loss
726,train,knn,0.0,1.0
727,train,knn,0.0,1.0
728,train,knn,0.0,1.0
729,train,knn,0.0,1.0
730,train,knn,0.0,1.0
731,train,knn,0.0,1.0
732,train,knn,0.0,1.0
733,train,knn,0.0,1.0
734,train,knn,0.0,1.0
735,train,knn,0.0,1.0
736,train,knn,0.0,1.0
737,train,knn,0.0,1.0
738,train,knn,0.0,1.0
739,train,knn,0.0,1.0
740,train,knn,0.0,1.0
741,train,knn,0.0,1.0
742,train,knn,0.0,1.0
743,train,knn,0.0,1.0
744,train,knn,0.0,1.0
745,train,knn,0.0,1.0
746,train,knn,0.0,1.0
747,train,knn,0.0,1.0
748,train,knn,0.0,1.0
749,train,knn,0.0,1.0
750,train,knn,0.0,1.0
751,train,knn,0.0,1.0
752,train,knn,0.0,1.0
753,train,knn,0.0,1.0
754,train,knn,0.0,1.0
755,train,knn,0.0,1.0
756,train,knn,0.0,1.0
757,train,knn,0.0,1.0
758,train,knn,0.0,1.0
759,train,knn,0.0,1.0
760,train,knn,0.0,1.0
761,train,knn,0.0,1.0
762,train,knn,0.0,1.0
763,train,knn,0.0,1.0
764,train,knn,0.0,1.0
765,train,knn,0.0,1.0
766,train,knn,0.0,1.0
767,train,knn,0.0,1.0
768,train,knn,0.0,1.0
769,train,knn,0.0,1.0
770,train,knn,0.0,1.0
771,train,knn,0.0,1.0
772,train,knn,0.0,1.0
773,train,knn,0.0,1.0
774,train,knn,0.0,1.0
775,train,knn,0.0,1.0
776,train,knn,0.0,1.0
777,train,knn,0.0,1.0
778,train,knn,0.0,1.0
779,train,knn,0.0,1.0
780,train,knn,0.0,1.0
781,train,knn,0.0,1.0
782,train,knn,0.0,1.0
783,train,knn,0.0,1.0
784,train,knn,0.0,0.0
785,train,knn,0.0,1.0
786,train,knn,0.0,1.0
787,train,knn,0.0,1.0
788,train,knn,0.0,1.0
789,train,knn,0.0,1.0
790,train,knn,0.0,1.0
791,train,knn,0.0,1.0
792,train,knn,0.0,0.0
793,train,knn,0.0,1.0
794,train,knn,0.0,1.0
795,train,knn,0.0,1.0
796,train,knn,0.0,1.0
797,train,knn,0.0,1.0
798,train,knn,0.0,1.0
799,train,knn,0.0,1.0
800,train,knn,0.0,1.0
801,train,knn,0.0,1.0
802,train,knn,0.0,1.0
803,train,knn,0.0,1.0
804,train,knn,0.0,1.0
805,train,knn,0.0,1.0
806,train,knn,0.0,1.0
807,train,knn,0.0,1.0
808,train,knn,0.0,0.0
809,train,knn,0.0,1.0
810,train,knn,0.0,1.0
811,train,knn,0.0,0.0
812,train,knn,0.0,1.0
813,train,knn,0.0,1.0
814,train,knn,0.0,1.0
815,train,knn,0.0,1.0
816,train,knn,0.0,1.0
817,train,knn,0.0,1.0
818,train,knn,0.0,1.0
819,train,knn,0.0,1.0
820,train,knn,0.0,1.0
821,train,knn,0.0,1.0
822,train,knn,0.0,1.0
823,train,knn,0.0,1.0
824,train,knn,0.0,1.0
825,train,knn,0.0,1.0
826,train,knn,0.0,1.0
827,train,knn,0.0,1.0
828,train,knn,0.0,1.0
829,train,knn,0.0,1.0
830,train,knn,0.0,1.0
831,train,knn,0.0,1.0
832,train,knn,0.0,1.0
833,train,knn,0.0,1.0
834,train,knn,0.0,1.0
835,train,knn,0.0,1.0
836,train,knn,0.0,1.0
837,train,knn,0.0,1.0
838,train,knn,0.0,1.0
839,train,knn,0.0,1.0
840,train,knn,0.0,0.0
841,train,knn,0.0,1.0
842,train,knn,0.0,1.0
843,train,knn,0.0,1.0
844,train,knn,0.0,1.0
845,train,knn,0.0,1.0
846,train,knn,0.0,1.0
847,train,knn,0.0,1.0
848,train,knn,0.0,1.0
849,train,knn,0.0,1.0
850,train,knn,0.0,1.0
851,train,knn,0.0,1.0
852,train,knn,0.0,1.0
853,train,knn,0.0,1.0
854,train,knn,0.0,1.0
855,train,knn,0.0,1.0
856,train,knn,0.0,1.0
857,train,knn,0.0,1.0
858,train,knn,0.0,1.0
859,train,knn,0.0,1.0
860,train,knn,0.0,1.0
861,train,knn,0.0,1.0
862,train,knn,0.0,1.0
